Q,J_1s_one_electron,J_2s_one_electron,J_2p_one_electron,J_total_N
12.25,0.001542356338620521,9.636336904300916e-05,3.0945019018115526e-06,0.0032867229210324952
12.3,0.0015142110732971601,9.4450566782872e-05,3.0082783502792143e-06,0.003226348115210902
12.350000000000001,0.001486640706788243,9.258097739429259e-05,2.924736704460135e-06,0.0031672175784784513
12.4,0.0014596324158277203,9.075351320014044e-05,2.843784839209234e-06,0.0031093032125733494
12.450000000000001,0.001433173682351073,8.896711647917782e-05,2.765334093663827e-06,0.003052577599941493
12.5,0.001407252285937691,8.72207585786018e-05,2.6892991296994586e-06,0.002997013986421684
12.55,0.0013818562964414633,8.551343905435261e-05,2.615597796627858e-06,0.002942586264381515
12.600000000000001,0.0013569740668051694,8.384418483829363e-05,2.544151001841746e-06,0.002889268956292451
12.65,0.0013325942260542904,8.221204943139369e-05,2.4748825871259913e-06,0.0028370371987327466
12.700000000000001,0.0013087056724659792,8.061611212207257e-05,2.407719210368824e-06,0.00278586672680721
12.75,0.0012852975669090084,7.90554772288976e-05,2.342590232420153e-06,0.0027357338589730725
12.8,0.0012623593263505707,7.752927336684341e-05,2.2794276088566154e-06,0.002686615482261398
12.850000000000001,0.0012398806175259356,7.6036652736356e-05,2.2181657864250754e-06,0.0026384890378838587
12.9,0.0012178513507670006,7.457679043448329e-05,2.1587416039475114e-06,0.00259133250721481
12.950000000000001,0.0011962616739858874,7.314888378736069e-05,2.101094197481052e-06,0.002545124398138939
13.0,0.0011751019668098147,7.175215170336333e-05,2.045164909537103e-06,0.0024998437317549677
13.05,0.0011543628348635291,7.038583404625709e-05,1.9908972021730633e-06,0.0024554700294260917
13.100000000000001,0.0011340351041957005,6.904919102770526e-05,1.9382365737794024e-06,0.00241198330016815
13.15,0.0011141098158457205,6.774150261850613e-05,1.8871304793934098e-06,0.0023693640283666334
13.200000000000001,0.0010945782205474524,6.646206797795883e-05,1.837528254379226e-06,0.00232759316181396
13.25,0.0010754317735665506,6.521020490077447e-05,1.7893810413215334e-06,0.0022866521000586147
13.3,0.0010566621296680201,6.398524928096717e-05,1.7426417199876337e-06,0.0022465226830579374
13.350000000000001,0.0010382611382108026,6.278655459218083e-05,1.6972648402197256e-06,0.002207187180126626
13.4,0.0010202208383662047,6.16134913839226e-05,1.6532065576257573e-06,0.002168628279173132
13.450000000000001,0.0010025334544570854,6.0465446793193065e-05,1.6104245719436033e-06,0.0021308290762163877
13.5,0.000985191391414787,5.93418240710202e-05,1.5688780679592863e-06,0.0020937730651754923
13.55,0.0009681872303508404,5.824204212341836e-05,1.528527658865607e-06,0.0020574441279251144
13.600000000000001,0.0009515137242405841,5.7165535066312105e-05,1.4893353319530226e-06,0.0020218265246096517
13.65,0.0009351637937158602,5.611175179397726e-05,1.45126439652965e-06,0.001986904884209264
13.700000000000001,0.0009191305229640486,5.5080155560568036e-05,1.4142794339721914e-06,0.0019526641953511498
13.75,0.0009034071557307575,5.407022357431276e-05,1.3783462498142023e-06,0.001919089797359583
13.8,0.0008879870914235352,5.3081446603973796e-05,1.3434318277824578e-06,0.0018861673715383654
