Q,J_1s_one_electron,J_1s(2),J_total_helium
11.0,9.553414978305989e-06,1.9106829956611977e-05,1.9106829956611977e-05
11.05,9.30757985517864e-06,1.861515971035728e-05,1.861515971035728e-05
11.100000000000001,9.069046908574165e-06,1.813809381714833e-05,1.813809381714833e-05
11.15,8.837570849769282e-06,1.7675141699538563e-05,1.7675141699538563e-05
11.200000000000001,8.612915563898317e-06,1.7225831127796633e-05,1.7225831127796633e-05
11.25,8.394853732577698e-06,1.6789707465155396e-05,1.6789707465155396e-05
11.3,8.183166473438224e-06,1.6366332946876448e-05,1.6366332946876448e-05
11.350000000000001,7.977642995746855e-06,1.595528599149371e-05,1.595528599149371e-05
11.4,7.778080271341842e-06,1.5556160542683685e-05,1.5556160542683685e-05
11.450000000000001,7.584282720145473e-06,1.5168565440290946e-05,1.5168565440290946e-05
11.5,7.396061909556648e-06,1.4792123819113296e-05,1.4792123819113296e-05
11.55,7.213236267061111e-06,1.4426472534122222e-05,1.4426472534122222e-05
11.600000000000001,7.035630805431436e-06,1.4071261610862872e-05,1.4071261610862872e-05
11.65,6.863076859920547e-06,1.3726153719841095e-05,1.3726153719841095e-05
11.700000000000001,6.695411836883079e-06,1.3390823673766158e-05,1.3390823673766158e-05
11.75,6.532478973287516e-06,1.3064957946575031e-05,1.3064957946575031e-05
11.8,6.374127106608963e-06,1.2748254213217926e-05,1.2748254213217926e-05
11.850000000000001,6.220210454618356e-06,1.2440420909236713e-05,1.2440420909236713e-05
11.9,6.0705884046078755e-06,1.2141176809215751e-05,1.2141176809215751e-05
11.950000000000001,5.925125311615492e-06,1.1850250623230983e-05,1.1850250623230983e-05
12.0,5.783690305233304e-06,1.1567380610466609e-05,1.1567380610466609e-05
12.05,5.646157104604768e-06,1.1292314209209535e-05,1.1292314209209535e-05
12.100000000000001,5.512403841235649e-06,1.1024807682471297e-05,1.1024807682471297e-05
12.15,5.382312889261769e-06,1.0764625778523539e-05,1.0764625778523539e-05
12.200000000000001,5.255770702834271e-06,1.0511541405668542e-05,1.0511541405668542e-05
12.25,5.132667660299705e-06,1.026533532059941e-05,1.026533532059941e-05
12.3,5.012897914867807e-06,1.0025795829735614e-05,1.0025795829735614e-05
12.350000000000001,4.8963592514749855e-06,9.792718502949971e-06,9.792718502949971e-06
12.4,4.78295294956541e-06,9.56590589913082e-06,9.56590589913082e-06
12.450000000000001,4.67258365152516e-06,9.34516730305032e-06,9.34516730305032e-06
12.5,4.5651592365175844e-06,9.130318473035169e-06,9.130318473035169e-06
12.55,4.460590699479954e-06,8.921181398959908e-06,8.921181398959908e-06
12.600000000000001,4.3587920350531264e-06,8.717584070106253e-06,8.717584070106253e-06
12.65,4.259680126226612e-06,8.519360252453224e-06,8.519360252453224e-06
12.700000000000001,4.163174637491836e-06,8.326349274983672e-06,8.326349274983672e-06
12.75,4.0691979123062185e-06,8.138395824612437e-06,8.138395824612437e-06
12.8,3.977674874679819e-06,7.955349749359637e-06,7.955349749359637e-06
12.850000000000001,3.888532934705325e-06,7.77706586941065e-06,7.77706586941065e-06
12.9,3.8017018978603716e-06,7.603403795720743e-06,7.603403795720743e-06
12.950000000000001,3.71711387791923e-06,7.43422775583846e-06,7.43422775583846e-06
13.0,3.634703213318491e-06,7.269406426636982e-06,7.269406426636982e-06
13.05,3.5544063868284464e-06,7.108812773656893e-06,7.108812773656893e-06
13.100000000000001,3.4761619483888697e-06,6.9523238967777395e-06,6.9523238967777395e-06
13.15,3.3999104409742395e-06,6.799820881948479e-06,6.799820881948479e-06
13.200000000000001,3.325594329359721e-06,6.651188658719442e-06,6.651188658719442e-06
13.25,3.25315793166511e-06,6.50631586333022e-06,6.50631586333022e-06
13.3,3.182547353559434e-06,6.365094707118868e-06,6.365094707118868e-06
13.350000000000001,3.1137104250143597e-06,6.227420850028719e-06,6.227420850028719e-06
13.4,3.0465966394994906e-06,6.093193278998981e-06,6.093193278998981e-06
13.450000000000001,2.9811570955175323e-06,5.962314191035065e-06,5.962314191035065e-06
13.5,2.9173444403818897e-06,5.8346888807637795e-06,5.8346888807637795e-06
13.55,2.855112816143541e-06,5.710225632287082e-06,5.710225632287082e-06
13.600000000000001,2.794417807578318e-06,5.588835615156636e-06,5.588835615156636e-06
13.65,2.73521639214955e-06,5.4704327842991e-06,5.4704327842991e-06
13.700000000000001,2.6774668918648813e-06,5.3549337837297625e-06,5.3549337837297625e-06
