Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_4s_one_electron,J_total_K
4.3,0.03931554545307925,0.020655959872205122,0.0078287765929957,0.05460774035476963,0.004562409375249168,0.0003461526915261784,0.49096761490819907
4.3500000000000005,0.039168892737228046,0.01977366114458596,0.007473244178499625,0.05371682537610316,0.004550018589303504,0.0003307400064680162,0.4827633999195352
4.4,0.039021318645395,0.01892714787706256,0.007129513959240634,0.052831264083934175,0.004535124280872562,0.00031580257230115,0.4746700937245379
4.45,0.038872844330213284,0.01811546589409588,0.006797614819023766,0.051951467047046174,0.0045176780015858,0.0003013461074399357,0.46668806648589767
4.5,0.03872349091944658,0.0173376586933534,0.006477527566117591,0.05107782421042767,0.004497663751685986,0.0002873738443089502,0.458817655974826
4.55,0.03857327951075163,0.016592769597028528,0.006169189948889067,0.05021070505978791,0.0044750931983436265,0.00027388677409585164,0.45105915443622346
4.6000000000000005,0.03842223116652967,0.015879843762165193,0.00587250137045179,0.049350458833036646,0.004450001422833313,0.0002608838777519088,0.443412798011265
4.65,0.03827036690886655,0.015197930053513761,0.005587327302175164,0.048497414774751633,0.004422443145833244,0.0002483623430290422,0.43587875839564927
4.7,0.03811770771456116,0.014546082782709623,0.005313503399301217,0.04765188242977976,0.004392489384454758,0.00023631776754533615,0.42845713644609645
4.75,0.03796427451024203,0.013923363317792013,0.0050508393246425105,0.04681415197225039,0.004360224498635851,0.0002247443480352074,0.42114795747870576
4.800000000000001,0.037810088167571754,0.013328841567268152,0.004799122288484448,0.04598449456641982,0.004325743588256764,0.00021363505607042285,0.41395116803077864
4.8500000000000005,0.03765516949853908,0.012761597343081294,0.004558120314473649,0.045163162755913304,0.004289150205773029,0.00020298180064038724,0.40686663388294636
4.9,0.037499539250838404,0.012220721606961386,0.004327585242514476,0.04435039087808272,0.004250554352328284,0.0001927755780575146,0.3998941391611521
4.95,0.03734321810333652,0.011705317604727575,0.00410725548058384,0.04354639550035411,0.004210070728222525,0.00018300660971140467,0.39303338635846696
5.0,0.03718622666162642,0.011214501893173594,0.003896858517966051,0.042751375875596326,0.004167817211287389,0.0001736644682356835,0.3862839971350701
5.050000000000001,0.037028585453668064,0.010747405264203685,0.0036961132127545076,0.0419655144137011,0.0041239135391747525,0.0001647381926781494,0.3796455137711857
5.1000000000000005,0.03687031492551586,0.010303173570899484,0.0035047318666078147,0.041188977166722894,0.004078480173813735,0.00015621639327920048,0.37311740116254527
5.15,0.03671143543713288,0.00988096846018944,0.0033224220997213317,0.0404219143250844,0.004031637328349,0.00014808734646896588,0.36669904926115665
5.2,0.036551967258291664,0.009479968016764378,0.0031488885388132374,0.039664460722509,0.003983504138754152,0.0001403390806905529,0.360389775876008
5.25,0.03639193056456147,0.009099367322836704,0.0029838343306537118,0.038916736347494124,0.0039341979640314445,0.0001329594536481365,0.35418882975890537
5.300000000000001,0.036231345433381995,0.008738378938279348,0.00282696249331054,0.03817884685928892,0.003883833800475594,0.00012593622156444514,0.3480953939100953
5.3500000000000005,0.036070231840223434,0.008396233305604864,0.0026779771168638196,0.03745088410648557,0.0038325237969071,0.00011925710101462589,0.3421085890467549
5.4,0.03590860965483282,0.008072179084157045,0.00253658442487334,0.03673292664647449,0.0037803768590802217,0.00011290982388260075,0.33622747718493734
5.45,0.035746498637566626,0.007765483417788807,0.0024024937073789006,0.03602504026415115,0.0037274983326530888,0.00010688218596332991,0.3304510652922574
5.5,0.03558391843580953,0.007475432140191747,0.002275418135687835,0.03532727848839341,0.0036739897551819416,0.00010116208971000469,0.32477830897454035
5.550000000000001,0.03542088858047934,0.007201329921926766,0.002155075468665462,0.03463968310495556,0.003619948668577225,9.573758160001779e-05,0.3192081161649399
5.6000000000000005,0.03525742848261791,0.006942500363082425,0.0020411886597010544,0.033962284664546274,0.0035654684843445484,9.05968845678515e-05,0.31373935078871557
5.65,0.035093557430068076,0.0066982860353592645,0.0019334863729807575,0.03329510298497372,0.003510638394736036,8.572842592719914e-05,0.30837083638100193
5.7,0.03492929458423647,0.006468048477245918,0.0018317034171652995,0.032638147646351826,0.00345554332366451,8.112086117909563e-05,0.3031013596385725
5.75,0.03476465897694215,0.006251168145816682,0.0017355811040482394,0.03199141847846602,0.0034002639118907844,7.67630940775847e-05,0.2979296738898325
5.800000000000001,0.03459966950735087,0.006047044328541951,0.0016448675392635548,0.03135490603949665,0.0033448765315892024,7.264429330002913e-05,0.2928545024701279
5.8500000000000005,0.034434344938994936,0.005855095018363018,0.0015593178516219125,0.03072859208539191,0.003289453325933976,6.87539060452851e-05,0.28787454199196033
5.9,0.03426870389687843,0.005674756755142048,0.0014786943671849177,0.030112450029270446,0.0032340622698339744,6.508166886023244e-05,0.28298846550189755
5.95,0.0341027648646677,0.005505484436457496,0.0014027667337374351,0.029506445390317288,0.003178767248381138,6.161761597309125e-05,0.2781949255178889
6.0,0.03393654618196684,0.005346751100575068,0.0013313120008903523,0.028910536231714308,0.0031236281499718377,5.8352085391225605e-05,0.2734925569423726
6.050000000000001,0.03377006604167802,0.005198047684285583,0.0012641146606406015,0.028324673587219386,0.0030687009714153615,5.527572300112999e-05,0.26887997984801804
6.1000000000000005,0.033603342487446355,0.005058882758163939,0.001200966652831872,0.02774880187607644,0.0030140379326627754,5.237948488968471e-05,0.26435580213420934
6.15,0.03343639341118914,0.004928782241668397,0.0011416673395981507,0.02718285930600136,0.002959687599076039,4.9654638087894354e-05,0.2599186220534636
6.2,0.03326923655070901,0.004807289100367101,0.001086023452532762,0.026626778264047787,0.0029056950094144968,4.709275992182619e-05,0.25556703060791325
6.25,0.033101889487390845,0.0046939630274492085,0.0010338490160073366,0.026080485695210473,0.002852101807946386,4.468573613969928e-05,0.2512996138167756
6.300000000000001,0.032934369643982005,0.004588380111551772,0.0009849652497676104,0.025543903468673947,0.0027989463792994366,4.242575796959808e-05,0.24711495485641266
6.3500000000000005,0.03276669428245548,0.004490132492810776,0.0009392004536553669,0.025016948731660164,0.002746263984849168,4.0305318248529175e-05,0.24301163607514778
6.4,0.03259888050195561,0.004398828008925545,0.000896389877047388,0.024499534250870442,0.002694086899608289,3.83172067509447e-05,0.23898824088548043
6.45,0.032430945236825895,0.004314089832910565,0.0008563755753622023,0.023991568741555724,0.0026424445487275468,3.645450483297063e-05,0.23504335553672995
6.5,0.03226290525471842,0.004235556104097408,0.000819006255762731,0.023492957184283587,0.0025913636428491747,3.471057949770448e-05,0.23117557077145137
6.550000000000001,0.03209477715478444,0.0041628795538422945,0.0007841371139768521,0.023003601129502112,0.00254086831167036,3.307907697676475e-05,0.22738348336921874
6.6000000000000005,0.031926577365945535,0.004095727127291772,0.0007516296639674719,0.02252339899002913,0.0024909802351773197,3.155391591395236e-05,0.22366569758156224
6.65,0.0317583221452448,0.0040337796024601325,0.0007213515620080322,0.022052246321620568,0.0024417187721018957,3.0129280228231085e-05,0.22002082646198895
6.7,0.031590027576277505,0.003976731207777573,0.0006931764265576542,0.021590036091794558,0.0023931010852333416,2.8799611725292637e-05,0.21644749309511818
6.75,0.03142170956770057,0.003924289239177684,0.0006669836551814089,0.02113665893710785,0.0023451422632891064,2.7559602519674085e-05,0.21294433172902072
6.800000000000001,0.03125338385182023,0.0038761736777066084,0.0006426582396247394,0.020692003409098693,0.0022978554391110246,2.6404187322670606e-05,0.2095099888148841
6.8500000000000005,0.031085065983257196,0.0038321168085541607,0.0006200905800260131,0.020255956209125882,0.0022512519040082226,2.5328535645177114e-05,0.20614312395812456
6.9,0.03091677133768863,0.0037918628423291795,0.0005991762991367738,0.019828402412346617,0.002205341218116009,2.432804395893224e-05,0.2028424107850439
6.95,0.03074851511066619,0.003755167539327462,0.0005798160573148014,0.01940922568108747,0.002160131316681878,2.339832785455899e-05,0.19960653772908757
7.0,0.030580312316509397,0.0037217978374705796,0.0005619153689598109,0.018998308467871837,0.002115628612225995,2.2535214230063655e-05,0.19643420874069667
7.050000000000001,0.030412177787273537,0.003691531484527728,0.0005453844209749264,0.018595532208375277,0.0020718380925549293,2.1734733539259153e-05,0.19332414392467287
7.1000000000000005,0.030244126171791293,0.003664156675170335,0.0005301378937582771,0.018200777504586204,0.0020287634146343328,2.0993112125650233e-05,0.1902750801088887
7.15,0.03007617193478726,0.0036394716933503845,0.0005160947851576093,0.017813924298454114,0.0019864069943493156,2.0306764663874888e-05,0.18728577134807498
7.2,0.02990832935606453,0.003617284560438173,0.0005031782377561282,0.017434852036311156,0.001944770092200832,1.967228672756008e-05,0.18435498936631714
7.25,0.02974061252976242,0.003597412689503385,0.0004913153697993401,0.017063439824354876,0.0019038528950028465,1.9086447499643227e-05,0.18148152394177627
7.300000000000001,0.02957303536368449,0.003579682546074833,0.0004804371100199786,0.016699566575481165,0.0018636545936587888,1.8546182638567788e-05,0.17866418323703692
7.3500000000000005,0.029405611578695885,0.003563929315668856,0.0004704780365707022,0.016343111147756616,0.0018241734571071116,1.8048587311489454e-05,0.17590179407836473
7.4,0.029238354708189106,0.003549996578334016,0.00046137622023170803,0.015993952474818544,0.0017854069025349305,1.7590909403492177e-05,0.173193202187034
7.45,0.029071278097617222,0.0035377359904203674,0.00045307307202232947,0.015651969688489517,0.0017473515619660337,1.717054290998765e-05,0.1705372723657631
7.5,0.028904394904093574,0.0035270069737449233,0.00044551319531168385,0.015317042233890656,0.001710003345335173,1.6785021517764085e-05,0.16793288864317307
7.550000000000001,0.02873771809605693,0.0035176764122910056,0.00043864424249317547,0.014989049977335113,0.001673357500164757,1.6432012378694408e-05,0.16537895437906014
7.6000000000000005,0.028571260453001155,0.003509618356547771,0.0004324167762608101,0.014667873307279422,0.0016374086679630025,1.6109310078768754e-05,0.16287439233315282
7.65,0.028405034565268293,0.0035027137355671946,0.0004267841355015403,0.014353393228606263,0.001602150937464438,1.581483080396612e-05,0.1604181446999022
7.7,0.028239052833904082,0.0034968500767891208,0.00042170230579696515,0.014045491450507692,0.0015675778948345594,1.554660670343809e-05,0.1580091731117373
7.75,0.02807332747057482,0.003491921233660467,0.00041712979450938756,0.013744050468232724,0.001533682670960509,1.5302780449579603e-05,0.15564645861309834
7.800000000000001,0.02790787049754454,0.0034878271210522305,0.0004130275104112607,0.013448953638957912,0.001500457985949029,1.508159999377121e-05,0.1533290016074515
