Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_4p_one electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(2),J_total_Kr
2.75,0.023666056111917556,0.06961337884626898,0.0450238184990117,0.04397720560218941,0.08751830108501159,0.08674057119896328,0.018988289890284123,0.00747083406836115,0.04733211222383511,0.13922675769253795,0.26386323361313646,0.0900476369980234,0.5251098065100696,0.037976579780568245,0.8674057119896328,0.0448250044101669,2.0157868432179704
2.8000000000000003,0.023650047320934307,0.06902455145874302,0.042784025334156074,0.04394344482528847,0.08549390596312949,0.08580947643807209,0.01812756989413743,0.007470182304952716,0.047300094641868615,0.13804910291748604,0.2636606689517308,0.08556805066831215,0.5129634357787769,0.03625513978827486,0.8580947643807209,0.0448210938297163,1.9867123509568865
2.85,0.02363376499836822,0.06843088933300717,0.04065235541828395,0.04390813899935993,0.08346651167819268,0.08485823970588674,0.017271215465158418,0.0074689876191573685,0.04726752999673644,0.13686177866601434,0.2634488339961596,0.0813047108365679,0.500799070069156,0.034542430930316836,0.8485823970588674,0.04481392571494421,1.9576206772687628
2.9000000000000004,0.023617209798697105,0.06783263074287887,0.038626863694884515,0.0438712579047608,0.08143905434527199,0.08388807310318684,0.01642388776995275,0.007464201875477232,0.04723441959739421,0.13566526148575775,0.2632275474285648,0.07725372738976903,0.48863432607163193,0.0328477755399055,0.8388807310318684,0.04478521125286339,1.9285289997977548
2.95,0.02360038239326173,0.06723001356105394,0.03670539671639553,0.043832772016771965,0.07941438452403181,0.08290020966264473,0.015589707368252395,0.007453479226859361,0.04720076478652346,0.1344600271221079,0.2629966321006318,0.07341079343279105,0.4764863071441908,0.03117941473650479,0.8290020966264473,0.04472087536115617,1.8994569113103532
3.0,0.023583283471503295,0.06662327511992795,0.034885614020067755,0.04379265251976371,0.07739525930052822,0.08189589744183963,0.014772268486707315,0.007435071441817144,0.04716656694300659,0.1332465502398559,0.26275591511858226,0.06977122804013551,0.46437155580316936,0.02954453697341463,0.8189589744183963,0.04461042865090287,1.8704257561874633
3.0500000000000003,0.02356591374200463,0.06601265207070928,0.033165008965630634,0.043750871322194414,0.07538433532666167,0.08087639391411058,0.013974660404961725,0.007407735468530661,0.04713182748400926,0.13202530414141855,0.2625052279331665,0.06633001793126127,0.45230601195997,0.02794932080992345,0.8087639391411059,0.044446412811183965,1.841458062212039
3.1,0.023548273933342273,0.06539838024125802,0.031540928955809476,0.043707401072491096,0.0733841627974017,0.07984296067048806,0.01319949398014927,0.007370652118176756,0.047096547866684546,0.13079676048251604,0.26224440643494656,0.06308185791161895,0.4403049767844102,0.02639898796029854,0.7984296067048806,0.04422391270906054,1.812577056854416
3.1500000000000004,0.023530364794758788,0.06478069449311638,0.030010594970665702,0.043662215175815484,0.0713971803400095,0.07879685844202172,0.012448931689572658,0.007323354812371867,0.047060729589517576,0.12956138898623276,0.2619732910548929,0.060021189941331404,0.428383082040057,0.024897863379145315,0.7879685844202172,0.043940128874231196,1.7838062582856253
3.2,0.023512187096665974,0.06415982857821466,0.02857112035640457,0.043615287811680004,0.0694257107843383,0.07773934244832452,0.011724719874160185,0.00726566740525091,0.04702437419333195,0.12831965715642932,0.26169172687008,0.05714224071280914,0.41655426470602985,0.02344943974832037,0.7773934244832452,0.04359400443150546,1.7551691323017515
