p,I_1s,I_2s,I_2p
19.8,0.0007860541323224112,3.979003685250992e-05,4.37550475085572e-07
19.85,0.0007756871253628572,3.924625322575171e-05,4.2943420223928416e-07
19.900000000000002,0.0007654764116840027,3.871101528899442e-05,4.214859391105693e-07
19.950000000000003,0.000755419353199748,3.8184171629036936e-05,4.1370184989486044e-07
20.0,0.0007455133608683763,3.766557381224147e-05,4.060781944773813e-07
20.05,0.0007357558937019852,3.7155076320193566e-05,3.9861132584463424e-07
20.1,0.0007261444577973995,3.665253648685785e-05,3.91297687571211e-07
20.150000000000002,0.000716676605388061,3.6157814437213226e-05,3.8413381137921823e-07
20.200000000000003,0.0007073499339164043,3.567077302732298e-05,3.771163147698858e-07
20.25,0.0006981620851262596,3.51912777858036e-05,3.7024189872165393e-07
20.3,0.0006891107441748239,3.471919685665209e-05,3.6350734545755355e-07
20.35,0.0006801936387637521,3.4254400943410784e-05,3.569095162742077e-07
20.400000000000002,0.0006714085382889138,3.37967632546211e-05,3.504453494351103e-07
20.450000000000003,0.0006627532530084328,3.33461594505432e-05,3.441118581239362e-07
20.5,0.0006542256332285303,3.2902467591109595e-05,3.379061284563552e-07
20.55,0.0006458235685068313,3.2465568085080437e-05,3.318253175488896e-07
20.6,0.0006375449868726883,3.203534364035995e-05,3.2586665164264243e-07
20.650000000000002,0.0006293878540641576,3.161167921547219e-05,3.200274242806632e-07
20.700000000000003,0.000621350172781247,3.119446197213825e-05,3.143049945371055e-07
20.75,0.0006134299819550664,3.0783581228943704e-05,3.0869678529653384e-07
20.8,0.0006056253560325172,3.0378928416066017e-05,3.0320028158193993e-07
20.85,0.0005979344042761731,2.9980397031033065e-05,2.9781302893009794e-07
20.900000000000002,0.0005903552700790136,2.9587882595490477e-05,2.925326318119795e-07
20.950000000000003,0.0005828861302936563,2.9201282612960114e-05,2.8735675209896005e-07
21.0,0.0005755251945757865,2.8820496527542384e-05,2.822831075708652e-07
21.05,0.0005682707047414431,2.8445425683566155e-05,2.7730947046636726e-07
21.1,0.0005611209341378762,2.8075973286145917e-05,2.724336660731681e-07
21.150000000000002,0.000554074187027628,2.7712044362631978e-05,2.676535713590363e-07
21.200000000000003,0.0005471287979855855,2.7353545724929924e-05,2.6296711363909985e-07
21.25,0.0005402831313086918,2.7000385932665023e-05,2.5837226928174177e-07
21.3,0.0005335355804380361,2.6652475257172133e-05,2.5386706244860243e-07
21.35,0.0005268845673930397,2.630972564630043e-05,2.4944956387190724e-07
21.400000000000002,0.000520328542217482,2.5972050689997536e-05,2.4511788966242945e-07
21.450000000000003,0.0005138659824371023,2.563936558666941e-05,2.408702001535385e-07
