Q_signed_au,Q_absolute_au,Eprime_keV,E0_keV,E0_minus_Eprime_keV,Eprime_minus_E0_keV,theta_deg,q_gamma_keV_c
-5.488558047924641,5.488558047924641,537.7313558223833,662.0,124.2686441776167,-124.2686441776167,34.75320406846723,377.418838122348
-29.338422581127478,29.338422581127478,252.92555633347385,662.0,409.0744436665261,-409.0744436665261,104.38588919999034,765.1242318120505
-0.6897718690057997,0.6897718690057997,631.6964408828616,662.0,30.303559117138434,-30.303559117138434,15.64085748771967,178.5734500174157
-1.5239688789217116,1.5239688789217116,610.248895850726,662.0,51.751104149274056,-51.751104149274056,20.846010655164747,235.7280051326528
-12.007709773618048,12.007709773618048,447.20133122112594,662.0,214.79866877887406,-214.79866877887406,51.00577615295099,515.4243294025689
-0.15741612168521915,0.15741612168521915,650.7510310120211,662.0,11.248968987978856,-11.248968987978856,9.37026000306304,107.80983761352363
-12.74149717962478,12.74149717962478,437.9835510714533,662.0,224.0164489285467,-224.0164489285467,52.75721952873576,528.325365508483
-32.05910166098816,32.05910166098816,225.2292040987128,662.0,436.7707959012872,-436.7707959012872,119.79468113109729,798.2152149658789
-15.775732756067542,15.775732756067542,401.18086192504404,662.0,260.81913807495596,-260.81913807495596,60.12135031448243,578.4316842229919
-43.74057535496967,43.74057535496967,223.41458419337184,662.0,438.58541580662813,-438.58541580662813,143.54745227342713,852.1063936523096
-34.29819671278994,34.29819671278994,202.79156635223967,662.0,459.20843364776033,-459.20843364776033,138.4106601229504,824.7317161640233
-1.468748349081517,1.468748349081517,611.5266946171188,662.0,50.47330538288122,-50.47330538288122,20.5624541007168,232.6610466446251
-0.00918979383923877,0.00918979383923877,660.3111569987926,662.0,1.688843001207374,-1.688843001207374,3.6008946895376894,41.57939461125985
-35.31564612094185,35.31564612094185,192.69259542391507,662.0,469.30740457608493,-469.30740457608493,151.64054370060393,836.5886590054623
-0.943553292800999,0.943553292800999,624.573991555949,662.0,37.426008444051035,-37.426008444051035,17.49451094622664,199.12309044702948
-0.28017838767936026,0.28017838767936026,645.4514873012292,662.0,16.548512698770764,-16.548512698770764,11.417871716428776,131.096899944001
1.0964258679682313,1.0964258679682313,154.6373107546918,662.0,507.36268924530816,-507.36268924530816,104.28413347467074,716.0113712817614
-12.961210784068696,12.961210784068696,435.25005815579203,662.0,226.74994184420797,-226.74994184420797,53.28275580749056,532.1216800472041
-1.580913950503735,1.580913950503735,608.9462282393711,662.0,53.05377176062893,-53.05377176062893,21.13254281167452,238.8211501943855
-32.11891394055469,32.11891394055469,224.6258382762217,662.0,437.3741617237783,-437.3741617237783,120.19785542481593,798.9315347072029
-29.423211471165008,29.423211471165008,514.7587434857481,662.0,147.24125651425186,-147.24125651425186,49.76075484943905,512.794796010823
-1.4408858384048544,1.4408858384048544,612.1771145620831,662.0,49.82288543791685,-49.82288543791685,20.41713398598168,231.08699707473932
32.839745591268304,32.839745591268304,169.55471546439793,662.0,492.44528453560207,-492.44528453560207,60.66281904999614,597.4982002797153
