Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_total_Magnesium
7.050000000000001,0.02800177426162349,0.003751573083518817,0.00014672559331857358,0.002851716490161606,0.05600354852324698,0.007503146167037634,0.017110298940969635,0.00029345118663714716,0.08091044481789139
7.1000000000000005,0.027677739408307502,0.0037139158821912965,0.00014531152605703576,0.002756879770025275,0.055355478816615004,0.007427831764382593,0.016541278620151652,0.0002906230521140715,0.07961521225326332
7.15,0.027356547194864925,0.0036759753297192417,0.00014388182205878487,0.002665452408475501,0.05471309438972985,0.007351950659438483,0.015992714450853006,0.00028776364411756974,0.07834552314413891
7.2,0.02703820167688582,0.0036377860399972534,0.00014243803189108888,0.0025773037139804984,0.05407640335377164,0.007275572079994507,0.01546382228388299,0.00028487606378217777,0.07710067378143132
7.25,0.02672270589896332,0.003599381488129633,0.00014098165925870978,0.002492308268575832,0.05344541179792664,0.007198762976259266,0.014953849611454993,0.00028196331851741956,0.07587998770415831
7.300000000000001,0.026410061921669517,0.003560794000855025,0.00013951415997257529,0.002410345707217242,0.052820123843339034,0.00712158800171005,0.014462074243303452,0.00027902831994515057,0.07468281440829769
7.3500000000000005,0.0261002708483148,0.003522054752092185,0.00013803694122374355,0.0023313005064892196,0.0522005416966296,0.00704410950418437,0.013987803038935317,0.0002760738824474871,0.07350852812219677
7.4,0.025793332851474983,0.0034831937630458148,0.00013655136112865774,0.0022550617822849057,0.051586665702949966,0.0069663875260916296,0.013530370693709434,0.0002731027222573155,0.07235652664500834
7.45,0.02548924719927159,0.003444239906359491,0.00013505872851483436,0.0021815230960865236,0.05097849439854318,0.006888479812718982,0.013089138576519142,0.0002701174570296687,0.07122623024481098
7.5,0.02518801228139136,0.003405220913847029,0.000133560302918999,0.002110582269488873,0.05037602456278272,0.006810441827694058,0.012663493616933237,0.000267120605837998,0.07011708061324802
7.550000000000001,0.024889625634832067,0.0033661633873745575,0.00013205729477230388,0.0020421412066215896,0.049779251269664135,0.006732326774749115,0.012252847239729537,0.00026411458954460777,0.0690285398736874
7.6000000000000005,0.024594083969362454,0.0033270928125033105,0.0001305508657496523,0.0019761057241387474,0.04918816793872491,0.006654185625006621,0.011856634344832483,0.0002611017314993046,0.06796008964006332
