event_number,record_index,vlm,pro,pdg,theta_deg,et_keV,Eprime_k_keV,Eprime_from_E0_minus_et_keV,difference_k_minus_E0_minus_et_keV,px,py,pz,theta_bin_left_deg,theta_bin_right_deg,theta_bin_center_deg
541,3,3,2013,22,95.21145451639869,387.67253942884685,274.32746057115315,274.32746057115315,0.0,0.7788010320506575,0.09083167462363306,0.6206597774641893,94.0,96.0,95.0
545,3,3,2013,22,37.74515514841617,141.18919015617348,520.8108098438265,520.8108098438265,0.0,-0.17912082720338804,-0.7907413391603897,-0.5853578937750883,36.0,38.0,37.0
576,3,3,2013,22,60.139097826127454,260.9037210060821,401.0962789939179,401.0962789939179,0.0,0.3907886575347985,-0.49789606571091416,0.7741987683352015,60.0,62.0,61.0
577,3,3,2013,22,52.238319527168436,221.30256300797902,440.697436992021,440.697436992021,0.0,-0.7346509591905497,-0.6123784594300175,-0.2920284071567764,52.0,54.0,53.0
582,3,3,2013,22,23.075608212135858,62.17493907424121,599.8250609257589,599.8250609257587,1.1368683772161603e-13,-0.3783950316311302,-0.9199884385484558,-0.10216884541801413,22.0,24.0,23.0
588,3,3,2013,22,15.699618841810473,30.519802326432586,631.4801976735674,631.4801976735674,0.0,-0.26273679566859764,-0.9626935465652748,-0.06473416102314629,14.0,16.0,15.0
606,3,3,2013,22,89.730125190396,372.8412343281075,289.1587656718925,289.1587656718925,0.0,-0.2430383129633496,-0.00471018657902067,0.97000525389006,88.0,90.0,89.0
615,3,3,2013,22,102.56760869786994,405.1512108871913,256.8487891128088,256.8487891128087,1.1368683772161603e-13,0.2325586442548552,0.21759148678936757,-0.947929544775948,102.0,104.0,103.0
655,3,3,2013,22,40.845634009103726,158.7646461965635,503.2353538034365,503.2353538034365,0.0,-0.3369076886614587,-0.756474389806926,-0.5605708758819286,40.0,42.0,41.0
666,3,3,2013,22,16.796285813516807,34.6714434995754,627.3285565004246,627.3285565004246,0.0,0.24951585815923416,-0.9573382319441697,-0.1457578340435676,16.0,18.0,17.0
668,3,3,2013,22,30.291345212386215,99.49220930108594,562.507790698914,562.507790698914,0.0,0.2570811789306578,-0.8634717519443221,-0.4339652071696833,30.0,32.0,31.0
687,3,3,2013,22,25.399243525083627,73.67163353915096,588.3283664608491,588.328366460849,1.1368683772161603e-13,0.32966101048793806,-0.9033409560056961,-0.2744061503807572,24.0,26.0,25.0
695,3,3,2013,22,153.4351994353199,140.59747327355728,191.64872769348753,521.4025267264427,-329.75379903295516,0.11765007603337822,0.8944291471087646,0.4314567885798394,152.0,154.0,153.0
704,3,3,2013,22,25.570253018547483,74.54022842476904,587.459771575231,587.459771575231,0.0,-0.31880126594844976,-0.9020567363256775,0.290962879555336,24.0,26.0,25.0
746,3,3,2013,22,39.014993506213735,148.39218120836227,513.6078187916378,513.6078187916378,0.0,-0.3183324088247808,-0.7769812504823101,-0.5431064480290749,38.0,40.0,39.0
753,3,3,2013,22,11.873043731849968,17.853240255044312,644.1467597449557,644.1467597449557,0.0,-0.08814044828980436,-0.9786058908477371,-0.18590796586854286,10.0,12.0,11.0
761,3,3,2013,22,50.37542846841209,211.44220519475874,450.55779480524126,450.55779480524126,0.0,0.6659931814435227,-0.6377543689075729,0.38693984960202593,50.0,52.0,51.0
784,3,3,2013,22,50.42759138696978,211.72071552704404,450.279284472956,450.27928447295596,5.684341886080802e-14,0.7516713636910004,-0.6370528670742523,0.17074485514763554,50.0,52.0,51.0
792,3,3,2013,22,87.85744210024455,367.39389782830085,294.6061021716992,294.60610217169915,5.684341886080802e-14,0.9657270374818617,-0.03738597515069053,0.2568532225582126,86.0,88.0,87.0
808,3,3,2013,22,79.8709210086057,341.8323285961169,320.1676714038831,320.1676714038831,0.0,-0.13464509967401275,-0.17586636261767719,0.9751624067986845,78.0,80.0,79.0
817,3,3,2013,22,62.83138105204091,273.4936330497789,388.5063669502211,388.5063669502211,0.0,0.8275531534095769,-0.45661072279129145,-0.3265921403124696,62.0,64.0,63.0
818,3,3,2013,22,112.19000673736005,424.27975744648217,237.72024255351783,237.72024255351783,0.0,0.8148069784190936,0.3776792950429737,0.4398271683461462,112.0,114.0,113.0
819,3,3,2013,22,40.83268656489717,158.6914002823342,503.30859971766586,503.3085997176658,5.684341886080802e-14,-0.6484564263572021,-0.7566221637571553,-0.08382818396868084,40.0,42.0,41.0
