p,ChiF,ChiG,ChiTotal,I(p),J(Q)
250.15,2.0363809103649523e-06,-0.0001984246300694182,0.00019843507922088162,0.002463984163608068,0.00010092919485356409
250.20000000000002,1.994643686869623e-06,-0.00020030856868249571,0.00020031849962264512,0.0025119831859208882,0.00010068057076029561
250.25,1.9520628544082674e-06,-0.00020214550023953267,0.00020215492528374978,0.0025592742444203267,0.00010042723612366322
250.3,1.9086609444834663e-06,-0.00020393469338788017,0.00020394362494034887,0.002605805328306371,0.00010016926614182975
250.35000000000002,1.8644609515955127e-06,-0.00020567543751435306,0.00020568388806943672,0.0026515250714950964,9.990674113003503e-05
250.4,1.8194863189177964e-06,-0.00020736704311690452,0.00020737502525982455,0.002696382829769033,9.963974644828145e-05
250.45000000000002,1.7737609237483823e-06,-0.00020900884216298196,0.00020901636856984412,0.002740328756945158,9.93683724214389e-05
250.5,1.7273090627499054e-06,-0.0002106001884344701,0.00021060727187168198,0.002783313879924085,9.909271425188437e-05
250.55,1.6801554369888031e-06,-0.0002121404578590706,0.00021214711118219018,0.0028252901724846228,9.881287192479982e-05
250.60000000000002,1.6323251367861422e-06,-0.00021362904882802472,0.0002136352849800771,0.002866210627691574,9.852895010627362e-05
250.65,1.5838436263911012e-06,-0.00021506538250007183,0.00021507121450936912,0.0029060293287869045,9.824105803435487e-05
250.70000000000002,1.5347367284881528e-06,-0.00021644890309157857,0.00021645434406907462,0.002944701518438267,9.794930940322824e-05
250.75,1.4850306085503976e-06,-0.00021777907815272285,0.00021778414128893338,0.002982183666220601,9.765382224068925e-05
250.8,1.4347517590485763e-06,-0.00021905539882971338,0.00021906009739122934,0.0030184335342123645,9.735471877910586e-05
250.85000000000002,1.383926983528093e-06,-0.0002202773801129534,0.0002202817274385742,0.003053410240589554,9.705212532007283e-05
250.9,1.332583380564077e-06,-0.00022144456107111313,0.00022144857056762435,0.003087074321105876,9.67461720929675e-05
250.95000000000002,1.2807483276056243e-06,-0.00022255650507110343,0.0002225601902087225,0.0031193877883521843,9.643699310763162e-05
251.0,1.2284494647196257e-06,-0.0002236127999838558,0.00022361617429136755,0.0031503141886899625,9.61247260014146e-05
251.05,1.175714678244413e-06,-0.00022461305837598547,0.0002246161354355882,0.0031798186567627645,9.580951188081705e-05
251.10000000000002,1.1225720843637268e-06,-0.0002255569176872287,0.00022555971112911066,0.003207867967488822,9.549149515799207e-05
251.15,1.0690500126108624e-06,-0.00022644404039373267,0.00022644656389039753,0.0032344305854479388,9.517082338236144e-05
251.20000000000002,1.0151769893125989e-06,-0.00022727411415716388,0.00022727638141752256,0.0032594767115774587,9.484764706761754e-05
251.25,9.609817209834747e-07,-0.0002280468519596449,0.00022804887672289083,0.0032829783270982714,9.452211951439037e-05
251.3,9.064930776785493e-07,-0.0002287619922245777,0.0002287637882538616,0.0033049092345983485,9.41943966288592e-05
251.35000000000002,8.517400763154875e-07,-0.00022941929892333356,0.00022942087999925265,0.0033252450962041966,9.386463673760568e-05
251.4,7.967518639737936e-07,-0.00023001856166788792,0.00023001994158180437,0.003343963468778861,9.353300039900067e-05
251.45000000000002,7.415577011808204e-07,-0.00023055959578939712,0.0002305607883365998,0.003361043836088126,9.319965021142959e-05
251.5,6.861869451933767e-07,-0.00023104224240281653,0.00023104326137553892,0.003376467637885045,9.286475061866568e-05
251.55,6.306690332831688e-07,-0.00023146636845754895,0.00023146722763785666,0.0033902182958653574,9.252846771269848e-05
251.60000000000002,5.750334660347616e-07,-0.0002318318667742426,0.00023183257992680242,0.0034022812364557374,9.219096903433924e-05
251.65,5.193097906642229e-07,-0.00023213865606775533,0.00023213923693249765,0.003412643910399558,9.185242337191751e-05
