Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_total_Zn
1.7000000000000002,0.028728387003816178,0.09433587897954415,0.0546522439978876,0.10006277827624907,0.14088787848917023,0.015521238351866942,0.12895408556408247,2.9400781557861246
1.75,0.028710748084573055,0.09357903461840221,0.05462593797042608,0.09418069464109115,0.137511890348514,0.014664785663327273,0.1264362119013384,2.8794596149418124
1.8,0.02869261278928244,0.09280755750566222,0.05459754627865134,0.08854427692155639,0.13407370032816082,0.013803905421753662,0.12388959578114947,2.818620142728877
1.85,0.028673982401121626,0.0920219871926131,0.05456698198911435,0.08315730175057491,0.13058372970822305,0.012949141524036744,0.12132157947196004,2.7577248906403176
1.9000000000000001,0.028654858238996616,0.0912228670226238,0.05453415881602707,0.07802192208443612,0.12705231457478602,0.012109190289003514,0.11873908172111929,2.6969273328261916
1.9500000000000002,0.028635241657286287,0.09041074337176347,0.054498991291217,0.0731387828665317,0.12348962576549892,0.01129105474534158,0.11614858534718098,2.6363692010939515
2.0,0.028615134045589484,0.08958616492383517,0.054461394930564656,0.0685071394894072,0.11990559741703066,0.010500224871478302,0.11355613184112642,2.5761805991574565
2.0500000000000003,0.028594536828474806,0.08874968197909455,0.05442128639650649,0.0641249775737165,0.11630986414714427,0.009740864705524127,0.1109673217125105,2.5164802425606294
2.1,0.02857345146523256,0.08790184579534771,0.05437858365620469,0.05998913272209352,0.11271170676352482,0.009015994551720186,0.10838731952053533,2.457375786792518
2.15,0.02855187944962818,0.08704320795975533,0.05433320613500883,0.05609540904545279,0.10912000627390483,0.008327661486394453,0.10582086270076094,2.3989642173435533
2.2,0.028529822309656293,0.08617431978947072,0.05428507486486078,0.05243869539790694,0.10554320587586857,0.007677094676694366,0.10327227343868287,2.341332283178662
2.25,0.028507281607294585,0.08529573175916676,0.05423411262732359,0.049013078393259565,0.10198928052821657,0.007064844164834444,0.10074547295610792,2.284556960343431
2.3000000000000003,0.028484258938256637,0.08440799295352935,0.054180244090946184,0.04581195140972103,0.09846571364709578,0.006490903102034385,0.09824399766981988,2.228705935933533
2.35,0.028460755931742923,0.08351165054288641,0.05412339594270788,0.042828118918888845,0.09497948042739239,0.0059548142009196205,0.09577101675886149,2.173838104998092
2.4000000000000004,0.028436774250189274,0.08260724928027671,0.054063497013319264,0.04005389559895902,0.09153703726131407,0.005455761597873554,0.09332935074069904,2.1200040745093878
2.45,0.02841231558901216,0.08169533101842898,0.0540004783961887,0.03748119980951854,0.08814431670989732,0.004992649506436245,0.09092149071072363,2.0672466695905443
2.5,0.02838738167635023,0.08077643424530041,0.05393427355989581,0.03510164111517061,0.0848067274776786,0.0045641690873829705,0.08854961794640452,2.0156014379379004
2.5500000000000003,0.028361974272801672,0.0798510936370085,0.053864818454044255,0.03290660164690706,0.08152915884439019,0.004168854919622662,0.08621562361874677,1.9650971489307543
2.6,0.028336095171156976,0.07891983962717092,0.05379205160839619,0.03088731118298845,0.07831598901880615,0.0038051323672364363,0.08392112839077265,1.9157562843680462
2.6500000000000004,0.028309746196126844,0.0779831979918406,0.053715914225219145,0.029034915914748712,0.07517109689741576,0.0034713570265426565,0.0816675017163851,1.867595518158178
2.7,0.028282929204065003,0.07704168944938371,0.05363635026480298,0.027340540937024524,0.07209787673319842,0.0031658473182795215,0.07945588068370252,1.820626182642539
2.75,0.028255646082685763,0.07609582927479339,0.05355330652412949,0.02579534656781556,0.06909925524628772,0.0028869111728265606,0.07728718827507797,1.7748547195695255
2.8000000000000003,0.02822789875077623,0.07514612692806229,0.05346673270870079,0.024390578657476583,0.0661777107377366,0.0026328676457787045,0.07516215094169466,1.7302831140597585
2.85,0.028199689157903118,0.07419308569635001,0.05337658149755379,0.02311761309452818,0.06333529379902911,0.0024020641995265847,0.07308131541393711,1.6869093102154844
2.9000000000000004,0.028171019284114165,0.07323720234977867,0.05328280860150807,0.021967994753477188,0.06057364924264031,0.002192890294624982,0.07104506468971561,1.6447276073260364
2.95,0.028141891139634185,0.07227896681077155,0.053185372814712285,0.020933471160381942,0.057894038912140434,0.0020037878525951593,0.0690536331616038,1.60372903590392
