event_number,track_id,record_index,volume,pdg,Eprime_k_keV,Et_662_minus_k_keV,stored_et_keV,px,py,pz,theta_direction_deg,theta_energy_deg,delta_theta_deg,q_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au
23381,1,7,4,22,611.2127713520423,50.787228647957704,,0.30537082554251044,-0.9358607202145449,-0.17582198743899743,20.63235188734378,20.632374133445502,-2.224610172163466e-05,233.41760763874305,-5.524929982088726,-1.4822556278374424,1.4822556278374424
23636,1,7,4,22,632.8236183285633,29.17638167143673,,0.2642536145329433,-0.9644114137320136,0.00898066087176255,15.331670578654284,15.3316870287365,-1.6450082215513362e-05,175.12698167653588,-2.4302298674272302,-0.6519941265519561,0.6519941265519561
23681,1,7,4,22,581.4466231775336,80.55337682246636,,0.4455127139529842,-0.8930610581306672,-0.06293145601985974,26.739545223391705,26.739574271280176,-2.904788847146733e-05,298.01715055295296,-10.88640519362972,-2.9206587988425436,2.9206587988425436
23699,1,7,4,22,620.6555107651352,41.344489234864795,,0.3028543823894032,-0.9485803638077899,-0.09205713696294351,18.45358988361195,18.453609736983505,-1.9853371554745536e-05,209.67437768391505,-4.076026546462388,-1.0935366253138632,1.0935366253138632
23732,1,7,4,22,365.7889789602758,296.2110210397242,,-0.21640026116720862,-0.8276143700570541,-0.5179047995933512,34.14554962762013,67.98044512574207,-33.83489549812194,413.79720147007794,158.89370335391055,42.628791095598125,42.628791095598125
23760,1,7,4,22,629.8259054226205,32.17409457737949,,0.27799801785951006,-0.9605680913757993,-0.005103322137349066,16.143550189846206,16.143567522372365,-1.7332526159208328e-05,184.16575925081713,-2.8102461243579637,-0.7539467734328036,0.7539467734328036
23967,1,7,4,22,578.4824906583893,83.51750934161066,,0.4179037861636764,-0.8885578966714646,0.1892651308953845,27.30741148757078,27.307441176083177,-2.9688512398706735e-05,303.8583335134676,-11.477375357464828,-3.0792072065270584,3.0792072065270584
23984,1,7,4,22,432.3727129416856,229.62728705831438,,0.8057600575428203,-0.5900534825637254,0.050868628672397574,53.83919642244424,53.83925847886444,-6.205642019807556e-05,536.1037938196978,-49.177221819856435,-13.193509065310334,13.193509065310334
24034,1,7,4,22,553.7929971451371,108.20700285486294,,0.43990183362718344,-0.8491761951325628,0.2922091141487983,31.87781943275208,31.87785433671537,-3.4903963289423245e-05,349.7085593651319,-16.740396055535456,-4.49119651217087,4.49119651217087
24096,1,6,4,22,507.7394085116165,154.2605914883835,,0.7613169547175764,-0.6473653998555834,0.03625649637480753,49.65674242662126,40.05014884792426,9.606593578696994,510.7385573588239,-101.02972253115108,-27.104755225158442,27.104755225158442
24273,1,6,4,22,461.5241561790182,200.47584382098182,,0.7437856410384299,-0.6647030541762398,0.07037591884892748,48.34045144749626,48.34050629733842,-5.4849842165083373e-05,495.0519561656519,-40.59182719898888,-10.890176799518397,10.890176799518397
24356,1,7,4,22,583.4083215097797,78.59167849022026,,0.4209009205065055,-0.8960161414098514,-0.141412479823308,26.36075029523435,26.360778916635237,-2.862140088666365e-05,294.1040224394359,-10.500503438920166,-2.8171271614163746,2.8171271614163746
24402,1,7,4,22,513.1086370284395,148.8913629715605,,0.7722700574315742,-0.5860891479971098,-0.24514989087220712,54.12002935667634,39.103047904400164,15.016981452276177,550.7825257047436,-137.2541889117704,-36.823234795424774,36.823234795424774
24454,1,7,4,22,598.9445271023391,63.055472897660934,,0.35740302338299457,-0.9187360046636797,0.1678905375871845,23.258011591897304,23.258036743774696,-2.5151877391493827e-05,261.5693951952832,-7.600000754003476,-2.0389659101040074,2.0389659101040074
24586,1,7,4,22,279.8600388297188,382.1399611702812,,-0.2969934842059081,-0.9480779978706335,-0.11376721976406994,18.544307208914763,93.09601595339956,-74.5517087444848,406.5339505621229,277.07057066806516,74.33386739963866,74.33386739963866
24792,1,7,4,22,626.4495713962942,35.55042860370577,,0.2753313233841488,-0.9561953001472074,-0.09941433669207514,17.021436826277483,17.021455114991916,-1.8288714432657116e-05,193.89763667193128,-3.258821241104672,-0.8742927313836185,0.8742927313836185
24947,1,7,4,22,591.5824364795311,70.41756352046889,,0.37416840492267095,-0.9081185782379526,0.18793257465565613,24.75336582057159,24.75339263941902,-2.6818847427279024e-05,277.35397898676354,-8.938901399549595,-2.398172818319998,2.398172818319998
25045,1,8,4,22,479.2002873719536,182.7997126280464,,0.612882725352111,-0.7617344804462327,-0.21008414091567407,40.38265463018122,45.12654184722959,-4.743887217048368,429.6346793972424,2.601452666982409,0.6979306287479164,0.6979306287479164
25097,1,7,4,22,380.6461584233727,281.3538415766273,,0.8933398912195457,-0.34358080363561516,0.2896481833689879,69.9048132005862,64.5673891151531,5.337424085433099,640.2961704513777,-95.608536684731,-25.650332588770397,25.650332588770397
25224,1,6,4,22,562.9263591919877,99.07364080801233,,0.48834316839154945,-0.8641472224361095,-0.1215340604162466,30.214528600752512,30.21456159385066,-3.2993098148637046e-05,333.26960741748815,-14.725870742426165,-3.9507296659922426,3.9507296659922426
25544,1,7,4,22,586.2372299269591,75.76277007304088,,0.41846800447764565,-0.9002427579344994,0.1201977787439664,25.810004947852796,25.810032950340243,-2.8002487447054136e-05,288.39102479264045,-9.951475033643385,-2.669831096814219,2.669831096814219
25620,1,7,4,22,604.6985408004057,57.30145919959432,,0.31389186146435805,-0.9268543092941706,0.2059441396332179,22.050348938612768,22.050372750776873,-2.3812164105407874e-05,248.68740139220395,-6.601324174125824,-1.7710360022658875,1.7710360022658875
25785,1,7,4,22,244.8858791513897,417.1141208486103,,-0.5075598306486023,-0.655215001922466,-0.5595322328228332,49.06404545060812,108.34771055848302,-59.283665107874896,534.5778258143548,131.42817833943894,35.260203773009174,35.260203773009174
25796,1,7,4,22,282.7647268912089,379.2352731087911,,-0.6090174098514067,-0.4457937907358659,0.6560226296700676,63.525863542597385,92.02025370227682,-28.494390159679433,592.7085196053584,30.60109539893384,8.20981370263666,8.20981370263666
25816,1,7,4,22,430.1645830509984,231.83541694900163,,0.6052165999114987,-0.6367796834137008,-0.47772848144433677,50.4478944112982,54.26861873487405,-3.8207243235758526,510.50504384273563,-23.192330764011437,-6.222153567388202,6.222153567388202
25883,1,7,4,22,533.0516117129395,128.94838828706054,,0.4674396486149988,-0.8132723455961737,-0.3465375402336439,35.58310821637577,35.5831474358485,-3.921947273255455e-05,385.24363533187665,-21.580376947720428,-5.789690599756511,5.789690599756511
25913,1,7,4,22,594.1053713160724,67.89462868392764,,0.37598307544994025,-0.9117867296730955,-0.16517168815280073,24.246556029803166,24.246582282636144,-2.625283297774672e-05,272.0254457009714,-8.472612887297998,-2.27307462273715,2.27307462273715
26048,1,7,4,22,530.2751667186201,131.72483328137992,,0.5736092453042292,-0.8082530994106052,0.1330389454057084,36.07439603845519,36.074435836663135,-3.979820794342004e-05,389.83833079424204,-22.2542823168774,-5.97048927581234,5.97048927581234
26106,1,7,4,22,606.8150838178908,55.18491618210919,,0.3302076999654829,-0.9298017955263065,0.16257766119477202,21.59606040574569,21.596083715386577,-2.3309640887703154e-05,243.8118926734801,-6.245090503003632,-1.6754638655043574,1.6754638655043574
26366,1,7,4,22,560.6887904289198,101.31120957108021,,0.45521136773134036,-0.860524601391865,0.22864824750593263,30.624463775507433,30.624497238134968,-3.3462627534674994e-05,337.34818290300956,-15.212384187154981,-4.08125390680719,4.08125390680719
26381,1,7,4,22,578.1975058902428,83.80249410975716,,0.3934723236647173,-0.8881225099397837,-0.23752460472158846,27.361737707203343,27.361767457082856,-2.9749879512763755e-05,304.4155454469278,-11.534685784966094,-3.094582732365923,3.094582732365923
26450,1,7,4,22,446.27138181103635,215.72861818896365,,0.7618359556731018,-0.6268609440639388,0.16325236124148093,51.18109347418937,51.18115200561682,-5.853142745593232e-05,516.7330202400973,-45.03134558316797,-12.081232818539554,12.081232818539554
26496,1,6,4,22,513.6586933328045,148.34130666719545,,0.62081080082985,-0.7770797908571546,-0.10363854598749048,39.00602403807412,39.00606732434879,-4.3286274667764246e-05,416.66489568183704,-26.405896090278187,-7.084304817399403,7.084304817399403
26514,1,7,4,22,577.7668383831789,84.23316161682112,,0.4155972421088519,-0.8874637407871185,-0.19921606646967596,27.443748196893313,27.44377803943901,-2.984254569682321e-05,305.2561761210809,-11.621455096880489,-3.1178616338770095,3.1178616338770095
26648,1,7,4,22,638.1259545823286,23.87404541767137,,0.2382737403258565,-0.9711210372246001,0.012229298056026487,13.803180535934723,13.803195329167057,-1.4793232333332185e-05,158.0164308420043,-1.803350436878413,-0.4838118026276937,0.4838118026276937
26670,1,6,4,22,522.6879644661406,139.31203553385944,,0.6074811883558494,-0.7942650278391495,-0.010472408769717927,37.414109303636344,37.41415068832729,-4.1384690945278635e-05,402.2243650749595,-24.125265933023595,-6.472446043339717,6.472446043339717
26706,1,8,4,22,353.84630705177767,308.15369294822233,,0.35754061458269254,-0.9216973988344633,0.15046133691289154,22.824494774028512,70.86630757041422,-48.04181279638571,362.8262403399346,252.58673868536255,67.76522347744596,67.76522347744596
26719,1,7,4,22,570.3343941649848,91.66560583501519,,0.47129447793516027,-0.8759379838090083,0.10302506291400229,28.843819191806894,28.843850621426125,-3.1429619230749495e-05,319.5068584951893,-13.148987633086954,-3.527675641626814,3.527675641626814
26753,1,7,4,22,440.841581305183,221.158418694817,,0.7702777491557296,-0.6127575948946424,-0.1766361204695014,52.210836769826294,52.21089665728539,-5.9887459094909445e-05,524.3419379949902,-46.63995046940764,-12.512797318601171,12.512797318601171
26763,1,7,4,22,578.4879663548363,83.51203364516368,,0.444298750956477,-0.888566257990419,0.11423057847800028,27.30636721159531,27.306396898928238,-2.9687332926187082e-05,303.84761985685344,-11.476275033194597,-3.078912006072522,3.078912006072522
26767,1,7,4,22,424.4749012268923,237.5250987731077,,0.40378396797589,-0.44581894162705005,0.7988766979278983,63.52425367493026,55.38473661232997,8.13951706260029,606.5233469262342,-103.14517986370461,-27.672300614293313,27.672300614293313
27038,1,7,4,22,570.128197750678,91.87180224932195,,0.3959542694325494,-0.8756139435290154,0.2766232788752644,28.882280886701267,28.882312360057934,-3.1473356667532926e-05,319.89562308168075,-13.192158877795313,-3.5392578373536674,3.5392578373536674
27068,1,7,4,22,438.4360449696598,223.5639550303402,,0.76505770630452,-0.6063978002587525,0.21672197365614074,52.67050625384747,52.67056675047847,-6.0496631000717116e-05,527.6956667060983,-47.35717741569275,-12.705218522311316,12.705218522311316
27279,1,6,4,22,250.0419686609563,411.9580313390437,,0.5264516052701954,0.22932409588964475,0.8186935729275219,103.2572817234799,105.76864286405849,-2.511361140578586,759.3971323163678,-102.4911011100385,-27.49682112101221,27.49682112101221
27298,1,8,4,22,203.10935638371745,458.89064361628255,,-0.15623715336687438,0.8161218069269144,-0.5563588304018946,144.6984350978705,138.07179865758022,6.6266364402902695,836.0420237436621,-137.54094959230855,-36.90016837357837,36.90016837357837
27322,1,6,4,22,343.09371040532193,318.90628959467807,,0.6807355826332465,-0.11183276090190009,0.7239423320445025,83.57902299236086,73.5896754488373,9.989347543523564,710.7436833113543,-126.08930589870104,-33.82786458550001,33.82786458550001
27571,4,27,4,22,29.738723665631955,632.2612763343681,,0.6717465944227443,-0.18197593891220284,-0.7180816600766706,79.5151261403787,,,657.2391180567079,162.96029878982546,43.71979749578134,43.71979749578134
27608,1,7,4,22,624.5376422264043,37.46235777359573,,0.30031833775217964,-0.9536981363094796,-0.01639392599693761,17.503584503525936,17.50360331831852,-1.881479258258878e-05,199.2231819508756,-3.5220464011133408,-0.9449120833167911,0.9449120833167911
27742,1,7,4,22,290.15723909002355,371.84276090997645,,-0.3435510275131445,-0.5556946351745282,0.757083987370563,56.241427137349376,89.38181006566057,-33.1403829283112,555.8372281831141,63.929036966462405,17.151199224780516,17.151199224780516
28175,1,7,4,22,507.67483487375364,154.32516512624636,,0.6315315454578576,-0.7653540306891283,-0.12410122803387046,40.06150155935302,40.0615461167281,-4.455737508379798e-05,426.07069709310787,-27.9483197564026,-7.498113891366751,7.498113891366751
28304,1,6,4,22,340.9739231069045,321.0260768930955,,-0.14802282074476902,-0.9795681590594778,0.1361450193565223,11.602020227371575,74.14194981269159,-62.53992958532002,335.0845951320002,322.0186302580608,86.39275583870193,86.39275583870193
28451,1,7,4,22,607.817342566237,54.182657433762984,,0.3113259301965681,-0.931190373827415,0.18963294249259752,21.378860714615616,21.378883784264687,-2.306964907106135e-05,241.4752951042759,-6.078556084016088,-1.6307851853087392,1.6307851853087392
28504,1,7,4,22,636.0027147835955,25.99728521640452,,0.2434324841779643,-0.968447700642308,0.05338236382525384,14.431175772433242,14.431191245717182,-1.5473283939471116e-05,165.06067870848813,-2.0471325146276933,-0.5492148679844001,0.5492148679844001
28738,1,6,4,22,515.1767089415472,146.8232910584528,,0.6195435646161638,-0.7800111251439614,0.08802508843704031,38.738405978926835,38.73844894423732,-4.296531048453289e-05,414.25856923448106,-26.018482565485414,-6.980367594794577,6.980367594794577
28843,1,7,4,22,599.3910692149442,62.608930785055804,,0.30478159149603284,-0.9193716070628093,0.2487248069893568,23.165612610824212,23.165637659997856,-2.5049173643765243e-05,260.58792947660845,-7.5209579631175885,-2.017759917990006,2.017759917990006
28892,1,7,4,22,485.95674781368297,176.04325218631703,,0.6596986641283522,-0.7203700079230495,0.21416051044068124,43.9149625698898,43.915011842992065,-4.927310226321424e-05,459.2461721130199,-33.74099202988965,-9.052200749558576,9.052200749558576
29236,1,7,4,22,474.6513392831483,187.34866071685173,,0.7031692920327705,-0.6953242656805594,0.14858368785948006,45.94693737262749,45.94698918357214,-5.181094465456226e-05,475.99311287553314,-36.86934884443968,-9.891491837279718,9.891491837279718
29263,1,7,4,22,537.948036508303,124.05196349169705,,0.5090830249776715,-0.8219978285573684,0.2552529011129052,34.71471299123073,34.7147511916096,-3.820037886725913e-05,377.05400926310193,-20.406385868883653,-5.474726448305151,5.474726448305151
29328,1,7,4,22,587.3174283800263,74.68257161997371,,0.37414509177459454,-0.9018459193089028,-0.21607727350848402,25.598224006026804,25.59825177088452,-2.776485771605053e-05,286.18684786582963,-9.744199877384196,-2.614222289485965,2.614222289485965
29535,1,7,4,22,498.9365568333954,163.0634431666046,,0.5975661994459931,-0.7477255505315342,0.2895188048503684,41.60625969901384,41.60630613225231,-4.643323846664771e-05,439.59091202538787,-30.243267423948435,-8.113813838124482,8.113813838124482
29570,1,7,4,22,578.1440346387632,83.85596536123683,,0.4242274580576132,-0.8880407711770377,-0.17724179122675376,27.371925723868806,27.37195548525832,-2.9761389512827918e-05,304.5200103767312,-11.545448379502819,-3.097470174627438,3.097470174627438
29585,1,7,4,22,420.6613333131797,241.33866668682032,,0.8653628802398694,-0.31242949114417856,0.39183529520239396,71.79429593602207,56.14111108433762,15.653184851684443,664.2218010491432,-146.4439162699537,-39.28870044641375,39.28870044641375
29694,1,6,4,22,484.45545362846457,177.54454637153543,,0.6789033710915158,-0.717111383485777,0.15761179015445018,44.18349700526001,44.183546611631975,-4.9606371966604e-05,461.4891171965731,-34.152136772638535,-9.162504701060405,9.162504701060405
29744,1,7,4,22,636.5511702604608,25.44882973953918,,0.2438990861393497,-0.9691399603602786,0.03579068333054911,14.271154414239588,14.271169714149565,-1.5299909977173343e-05,163.2675456129369,-1.9832093825880364,-0.5320652529626806,0.5320652529626806
29797,1,8,4,22,558.1942724372403,103.80572756275967,,0.4075002427502373,-0.8885060811657467,0.21095140646600416,27.313882095381352,31.079544978232757,-3.765662882851405,305.2460031791934,21.153972497204062,5.675292698142948,5.675292698142948
29860,1,7,4,22,565.1860832680243,96.81391673197572,,0.40768391641321633,-0.8677766016020874,0.2841788064052523,29.79871470284328,29.79874722060422,-3.251776093904368e-05,329.11479200839125,-14.239292256436256,-3.820187975585064,3.820187975585064
29883,1,7,4,22,373.05627635555146,288.94372364444854,,0.8111900267429952,-0.18202641583572632,-0.5557311620295357,79.5121849020544,66.28817192859877,13.224012973455629,698.2172391497354,-137.6411356695483,-36.92704679145896,36.92704679145896
29945,1,7,4,22,484.2123334985871,177.7876665014129,,0.6170116758099683,-0.71658177955926,-0.3252801025544886,44.227017840703695,44.227067501147616,-4.9660443920629405e-05,461.8517748665135,-34.21884303902499,-9.180400989173357,9.180400989173357
30166,1,7,4,22,434.1214120860704,227.8785879139296,,0.7566666457970511,-0.445014548670411,0.47897561379459663,63.57573041073926,53.50067895835047,10.075051452388792,609.0331556009435,-113.31851681950788,-30.401653928364663,30.401653928364663
30199,1,7,4,22,613.0435300831788,48.95646991682122,,0.33873553296528286,-0.9383574259224312,-0.06887365187758589,20.222487765870028,20.222509560644728,-2.1794774699657182e-05,228.97629020622082,-5.23335673631037,-1.404030910803398,1.404030910803398
30266,1,7,4,22,517.1483794658209,144.85162053417912,,0.6143607227328562,-0.7837927890561679,-0.09071805876845086,38.39083653940353,38.390879088646585,-4.254924305513441e-05,411.120459696153,-25.517674564715183,-6.846008339561617,6.846008339561617
30344,1,7,4,22,602.7856787832791,59.21432121672092,,0.36730383480941525,-0.9241726612909908,0.1048464832821077,22.456071781486344,22.45609604310772,-2.4261621376808762e-05,253.0281467217146,-6.928491544051327,-1.8588100875283247,1.8588100875283247
30445,1,7,4,22,590.6637503398475,71.33624966015248,,0.3908274185667168,-0.9067750971798589,0.15815451947678827,24.93656988386743,24.9365969075898,-2.7023722367403025e-05,279.2746894282173,-9.110573201191125,-2.444229781023433,2.444229781023433
30580,1,7,4,22,568.2347638749441,93.76523612505594,,0.43565687200472053,-0.8726273934895771,0.22073631782434308,29.234589914003145,29.234621788348438,-3.187434529294819e-05,323.44982055518267,-13.590539457221261,-3.646137355789123,3.646137355789123
30874,1,7,4,22,410.48622311277984,251.51377688722016,,-0.061489054604347615,-0.9156534781242562,-0.39723771744739417,23.70129929783683,58.19444734382586,-34.49314804598903,330.3031104387746,223.95631548349184,60.08411148943543,60.08411148943543
30896,1,7,4,22,507.7650763285174,154.2349236714826,,0.5810833757034747,-0.7655329172020118,0.27622719482562247,40.04557398763955,40.04561852577033,-4.453813077986979e-05,425.92976820136636,-27.924880137243886,-7.491825394041896,7.491825394041896
31007,1,7,4,22,436.2823739254084,225.71762607459158,,0.7739415722095928,-0.6006443889344538,-0.20060099911839996,53.08393744261005,53.0839984892057,-6.104659564698522e-05,530.6895217587746,-48.00165875470476,-12.878123173570916,12.878123173570916
31425,1,7,4,22,597.6170697417975,64.38293025820246,,0.3784615270712842,-0.9168409097801875,0.12715981550910524,23.531471624522595,23.531497080557934,-2.5456035338322636e-05,264.4699908831384,-7.836468213280082,-2.1024065733249846,2.1024065733249846
31498,1,7,4,22,621.0150784302765,40.9849215697235,,0.31030311235363717,-0.9490570667614433,-0.05479655549221382,18.36710696843514,18.36712672714696,-1.975871181869593e-05,208.72533217892993,-4.023647804060807,-1.0794841964223683,1.0794841964223683
31504,1,7,4,22,622.0967568443483,39.903243155651694,,0.2880428883808922,-0.9504877979828389,-0.116637216783182,18.105150889272842,18.105170361401623,-1.9472128780506637e-05,205.84775036503308,-3.8673772787060092,-1.0375591645354134,1.0375591645354134
31585,1,7,4,22,585.558809743306,76.44119025669397,,0.43424820504637507,-0.8992328661970046,-0.05299762980663691,25.942586580110515,25.942614731464083,-2.815135356826204e-05,289.76884816765045,-10.082327625992793,-2.7049368795220214,2.7049368795220214
31745,1,7,4,22,548.3728848579253,113.62711514207467,,0.47919773195345067,-0.8400559854017987,0.2543137335679728,32.85396798688163,32.85400401963284,-3.603275121122351e-05,359.2182975066827,-17.9707905722134,-4.821292857775005,4.821292857775005
31778,1,6,4,22,475.970446191453,186.029553808547,,0.7110156713471978,-0.6983078977770748,0.08260021186931683,45.70859643905201,45.70864795037712,-5.15113251111643e-05,474.05568590421393,-36.50055296749693,-9.792549449612578,9.792549449612578
31852,1,8,4,22,512.7790344794579,149.2209655205421,,0.5166440980649473,-0.7899730831309587,-0.33018389400942083,37.817003857775696,39.161163016308755,-1.34415915853306,406.02740508893214,-15.21378454559215,-4.081629601916668,4.081629601916668
31920,1,7,4,22,585.0480496106886,76.95195038931138,,0.40553969575573406,-0.898471006657948,0.16818860056912402,26.042189931035058,26.042218194278117,-2.826324305971184e-05,290.8029026872725,-10.181182613288604,-2.731458185988175,2.731458185988175
31956,1,7,4,22,595.5394892360362,66.46051076396384,,0.3938565944371508,-0.9138579714313804,-0.0986944328201554,23.95593905750213,23.9559649862551,-2.5928752972248503e-05,268.96002789980594,-8.210987040681614,-2.2028843425359406,2.2028843425359406
32002,1,7,4,22,638.8431966418617,23.15680335813829,,0.23361406429957832,-0.9720200896965326,0.024523747425244338,13.585594595513312,13.585609153335819,-1.4557822506588991e-05,155.5713344159308,-1.7232836047498135,-0.46233107564826054,0.46233107564826054
32198,1,7,4,22,421.60843772269624,240.39156227730376,,0.5480545909475216,-0.6081790871612642,-0.5742424255321407,52.54204474886464,55.952622052895514,-3.4105773040308733,525.8386511964915,-29.311377524835162,-7.863801792367604,7.863801792367604
32234,1,7,4,22,616.6055607193277,45.39443928067226,,0.3167828535055861,-0.9431726762982535,0.10036895142048836,19.40861969004945,19.408640590316534,-2.0900267085011137e-05,220.12195052419477,-4.680487686080446,-1.2557044589176434,1.2557044589176434
32741,1,7,4,22,350.68518513300336,311.31481486699664,,0.8831160504283732,-0.011449211273979853,-0.4690148793343286,89.34399418268929,71.65391927539036,17.69007490729892,745.5924811942162,-159.43321131570542,-42.77353296838675,42.77353296838675
32865,1,7,4,22,406.1820957940892,255.8179042059108,,-0.20915463166138987,-0.9764956513528701,0.05206325905590678,12.447039871913807,59.07958960155261,-46.632549729638804,279.43351352057056,328.0973840786131,88.02359407374969,88.02359407374969
33116,1,7,4,22,454.4345265015573,207.5654734984427,,0.6899884559190275,-0.647429656677635,-0.3236522367491938,49.65191183866241,49.65196837770161,-5.653903919977665e-05,505.1879721562152,-42.640537453827406,-11.439814951474602,11.439814951474602
33539,1,8,4,22,165.06680486535222,496.9331951346478,,-0.9368433218754827,-0.3322013525387072,-0.10939310594714949,70.59755678994232,,,626.8085509166553,91.71601580516796,24.606027774245703,24.606027774245703
33614,1,7,4,22,633.8707848485044,28.1292151514956,,0.2565290245736294,-0.9657454029121579,-0.039098290312186555,15.039889207507258,15.039905340863623,-1.6133356364633755e-05,171.86986154698138,-2.3017165901823136,-0.6175159469070268,0.6175159469070268
33637,1,7,4,22,480.45650136522164,181.54349863477836,,0.6404825068563595,-0.7083321162296183,0.29672844745434146,44.90062675231602,44.90067725182054,-5.049950451763152e-05,467.43459621263827,-35.25375143257055,-9.458051347748432,9.458051347748432
33941,1,7,4,22,510.64216890571356,151.35783109428644,,0.16836948980151498,-0.9446617185642052,-0.28154209700025307,19.150223970832556,39.537997718002764,-20.387773747170208,245.60713456160755,192.1052476737537,51.53894898662162,51.53894898662162
33957,1,7,4,22,518.0816925699058,143.91830743009416,,0.6185636087932626,-0.7855728461135034,0.015948834621547083,38.226309396179495,38.226351748777596,-4.235259810059233e-05,409.6299252559426,-25.281558053518292,-6.782661830432715,6.782661830432715
33968,1,6,4,22,302.7601291810011,359.2398708189989,,-0.3890149936337168,-0.49955233840256585,0.774025061561115,60.029612636048455,85.175811691898,-25.14619905584955,574.1602018860733,32.641770035637165,8.757296019090397,8.757296019090397
33991,1,7,4,22,428.09447239434877,233.90552760565123,,-0.08609557647496063,-0.9590304389176318,-0.2699039994903715,16.45744029331345,54.67304140136807,-38.215601108054614,279.165226155151,288.57144555170106,77.41937917564108,77.41937917564108
34002,1,7,4,22,392.36190064735774,269.63809935264226,,-0.22357025187162327,-0.9637214330487223,-0.14579897791334487,15.480481978033975,61.99593124152116,-46.515449263487184,302.57388223104,304.0896688986583,81.58268512967777,81.58268512967777
34110,1,7,4,22,432.5430653882306,229.45693461176938,,0.7654115847993828,-0.5905189407976738,0.2557977451309743,53.80615753390231,53.806219546006915,-6.201210460687889e-05,535.8684276933478,-49.12585058607106,-13.179726935829203,13.179726935829203
34118,1,6,4,22,468.0086509714743,193.9913490285257,,0.733159682316278,-0.6800438468887413,-0.0041528947321532814,47.15293051090106,47.152983846096895,-5.3335195836723415e-05,485.6865031107202,-38.741266594541834,-10.393699218899558,10.393699218899558
34391,1,6,4,22,460.30989047465266,201.69010952534734,,0.7075347402594688,-0.6442893158007507,0.2903202867024046,49.88758829761368,48.56410884626393,1.3234794513497548,507.41194477083303,-50.58965431371634,-13.57244346262424,13.57244346262424
34562,1,7,4,22,597.7291451834657,64.27085481653432,,0.3886280373290401,-0.9170012354291575,0.08987203582414954,23.508453065559095,23.50847849598026,-2.5430421164429617e-05,264.22607042243675,-7.816417702046866,-2.097027322689628,2.097027322689628
34577,1,7,4,22,568.4219772457146,93.57802275428537,,0.46486784036964407,-0.872923575158396,0.14799433409001606,29.199824082749384,29.199855917496667,-3.183474728274405e-05,323.0996465448261,-13.550993379525458,-3.6355277378548627,3.6355277378548627
34698,1,7,4,22,513.1175889018276,148.88241109817238,,0.613644771406638,-0.7760307086543121,-0.14565862058519313,39.10142615109278,39.10146955191497,-4.340082218590169e-05,417.52062453617907,-26.544374658584225,-7.1214565347735475,7.1214565347735475
34717,1,6,4,22,498.73992039612443,163.26007960387557,,0.6415808801940738,-0.7473217522062767,0.17287039321045697,41.64109064713425,41.641137122888345,-4.647575409677529e-05,439.892372109873,-30.29547609276668,-8.127820638831212,8.127820638831212
34736,1,7,4,22,214.34019100173253,447.65980899826747,,-0.8894001661671171,-0.40666385093415647,0.2087866297570483,66.0045652993948,127.74565063051904,-61.74108533112424,607.2726257386614,73.05473609713229,19.59948706521264,19.59948706521264
34756,1,7,4,22,337.871996758068,324.128003241932,,-0.13754609584938926,-0.6056337447806379,-0.7837658060285432,52.725540529025956,74.95982688427749,-22.234286355251534,530.5428902177271,46.917093670075495,12.587150671537513,12.587150671537513
34797,1,7,4,22,293.58402133181295,368.41597866818705,,0.6856316428368738,-0.7252381078591443,0.06276095322489944,43.51134079698068,88.20374772351208,-44.6924069265314,492.4750975748989,136.03673477835395,36.49661016004645,36.49661016004645
34918,1,7,4,22,632.7560707826507,29.24392921734932,,0.260074743119728,-0.9643252130803994,-0.04937622311041833,15.350338828721998,15.350355299075781,-1.6470353783049063e-05,175.33521980604633,-2.438596322089553,-0.654238720519387,0.654238720519387
34970,1,7,4,22,257.78773985861034,404.21226014138966,,-0.9556475825986978,-0.20528956207349508,0.21117266294891876,78.15354974207571,102.14272659691741,-23.989176854841702,659.2654546975061,-16.325752957043797,-4.379954004433086,4.379954004433086
35554,1,7,4,22,481.1042782257316,180.8957217742684,,0.6259933137657921,-0.7097641462115181,-0.3230591708544387,44.78427114380585,44.78432149808604,-5.0354280183739775e-05,466.4743245419434,-35.07467194008205,-9.410007012990906,9.410007012990906
35626,1,6,4,22,522.8213228891466,139.1786771108534,,0.5480309529777102,-0.7945143980848953,-0.2615510386409109,37.39058664103559,37.39062799776405,-4.135672845961835e-05,402.0087172687968,-24.092015820467246,-6.463525538170845,6.463525538170845
35735,1,7,4,22,517.2098685514549,144.79013144854514,,0.6177828099875061,-0.783910261509237,-0.06187973484478209,38.37999718953942,38.38003972582109,-4.253628167560919e-05,411.0223605387102,-25.502099806594266,-6.841829866177923,6.841829866177923
35817,1,7,4,22,437.98767015270425,224.01232984729575,,0.7473423960938537,-0.5275016578805451,-0.4040066137255355,58.163193185379434,52.75649042559392,5.406702759785517,569.3691852363329,-83.63700606067832,-22.43855095554473,22.43855095554473
35870,1,7,4,22,520.132512757616,141.86748724238396,,0.5867674352524952,-0.7894618225338379,0.18014995889191834,37.86475361625593,37.86479553740356,-4.192114762702204e-05,406.3430159693436,-24.7648832075217,-6.644045739238204,6.644045739238204
35881,1,7,4,22,360.9621132631046,301.0378867368954,,0.8458970829293293,-0.006517597168345546,0.5333063341258967,89.62656654580441,69.13039961578828,20.49616693001613,751.9460069276004,-171.39666592715463,-45.98314792888158,45.98314792888158
