Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_5s1/2(1),J_total_Rb_relativistic
4.2,0.04376610567847209,0.10283617283859034,0.08027845152565381,0.16385249931358287,0.029344802131593888,0.08060089699787042,0.15545337990537725,0.22868967209505714,0.3422182573230814,0.010669322821571518,0.013634300706848457,0.02646772091767181,0.00034113915281901955,1.27815272140819
4.25,0.043725443988465264,0.10167931870566235,0.08014070438777722,0.16355248364594074,0.028658170025431272,0.07794750065155354,0.1501458751416365,0.22498724057644992,0.3366051166100318,0.010023296087676685,0.013313940732731646,0.02579247075814093,0.0003194822463581021,1.256891043557856
4.3,0.04368435380369217,0.10052344449397928,0.07999949455154236,0.16324503262860357,0.028035698503529726,0.07535486700757911,0.14496852782247402,0.22130415700550018,0.3310233912787801,0.009420718309085533,0.012989330577363156,0.025112095120799427,0.00029924576340169636,1.2359603568663304
4.3500000000000005,0.04364283689592219,0.09936885978300647,0.07985480868453265,0.16293012324802633,0.02747327091414678,0.07282338036149634,0.13992172247134924,0.21764246370599893,0.3254761291785745,0.00885977690764722,0.01266154084455975,0.024428680370831648,0.0002803749545101536,1.2153639683206023
4.4,0.0436008950526537,0.09821586895250202,0.07970663520546752,0.16260773637374862,0.026966905928928038,0.07035330001630646,0.13500559073097332,0.21400409174320892,0.31996620703461714,0.008338631888221025,0.012331584853686284,0.02374418046323058,0.0002628132367323005,1.1951044414802758
4.45,0.04355853007695443,0.0970647710863944,0.07955496428554634,0.16227785675509662,0.02651276027489298,0.06794476642800368,0.13022002518850107,0.21039086257015274,0.3144963332554519,0.007855430541810942,0.012000416564485524,0.023060415738230134,0.0002465028143769174,1.175183635579898
4.5,0.04351574378730071,0.095915859882656,0.07939978784796563,0.1619404730138139,0.026107130740855213,0.06559780736245016,0.12556469311944865,0.2068044899280701,0.3090690511107914,0.007408320372720342,0.01166892944280079,0.022379073294861412,0.00023138522573858589,1.155602745129473
4.55,0.04347253801741579,0.09476942356913697,0.07924109956564333,0.16159557763270713,0.025746455509801848,0.06331234403508677,0.12103905009418149,0.2032465819698808,0.3036867422322744,0.0069954603821149215,0.011337956116069317,0.02170170866297883,0.00021740182190837837,1.1363623396092002
4.6000000000000005,0.04342891461610702,0.09362574482531759,0.07907889485718658,0.16124316694039742,0.025427314867618046,0.06108819720763421,0.11664235339672453,0.19971864357742353,0.29835163039271045,0.00661503083804963,0.011008268685970315,0.02102974852993095,0.00020449418413042878,1.1174624029192006
4.65,0.04338487544710217,0.09248510070993093,0.07891317088114042,0.1608832410922713,0.025146431337207044,0.05892509321849477,0.11237367521128322,0.19622207884515575,0.293065785522395,0.006265241658281594,0.010680579582171546,0.0203644943104035,0.00019260448481308546,1.0989023723006504
4.7,0.04334042238888473,0.09134776259440132,0.07874392652855712,0.1605158040477291,0.024900669285553408,0.05682266992601243,0.10823191553721245,0.1927581937048841,0.28783112792403387,0.0059443395274039685,0.010355542855891024,0.019707126377051305,0.00018167579628297425,1.080681176493898
4.75,0.04329555733452828,0.09021399610203872,0.07857116241392702,0.1601408635438318,0.02468703404963725,0.054780482546085876,0.10421581479823125,0.18932819866793726,0.2826494326507064,0.005650613864291466,0.010033755825252746,0.019058708795300867,0.00017165235084290578,1.0627972729426118
4.800000000000001,0.04325028219152996,0.08908406105292312,0.07839488086451328,0.15975843106545018,0.024502670625354734,0.05279800936784447,0.10032396611643557,0.1859332116629795,0.2775223340140764,0.005382401749786473,0.009715760996379191,0.01842019442825518,0.00016247975633941364,1.0452486838918673
4.8500000000000005,0.04320459888164309,0.08795821141440804,0.07821508590813446,0.15936852181202316,0.024344861961760535,0.050874657333193796,0.09655482722612077,0.18257426094939003,0.2724513301927504,0.005138091918164757,0.009402048194876587,0.017792430297451037,0.00015410517212687314,1.0280330312620436
4.9,0.043158509340708855,0.08683669525716654,0.07803178325943959,0.15897115466103423,0.024211026901042394,0.04900976746800787,0.09290673200657885,0.17925228808779103,0.26743778791324757,0.0049161279093488264,0.009093056851803437,0.01717616310287312,0.00014647745032873272,1.011147570209371
